Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2011-06-13,9.839374542236328,9.890891142167792,9.793280869319107,9.857450161147913,329473200
2011-06-14,10.015315055847168,10.039717826837679,9.921018385298487,9.941805871366752,334569200
2011-06-15,9.84389591217041,9.950845288426086,9.787558117545897,9.934275632761008,399196000
2011-06-16,9.795992851257324,9.902038798316998,9.590228108150521,9.848413679519151,510591200
2011-06-17,9.648370742797852,9.91921058283795,9.621256912986638,9.911377466268053,615020000
2011-06-20,9.499547958374023,9.571249511597365,9.354337209183756,9.56100620271706,640645600
2011-06-21,9.800212860107422,9.815275746549553,9.495933543918252,9.540521264547131,493382400
2011-06-22,9.719169616699219,9.908667177610791,9.712239918497126,9.7959924086436,390583200
2011-06-23,9.978862762451172,9.992720551048816,9.583902111439786,9.60860495101182,559759200
2011-06-24,9.831844329833984,10.036705660264152,9.793884640460647,9.983080539806023,439807200
2011-06-27,10.003263473510742,10.059299581792589,9.858956979602018,9.869200286233935,339813600
2011-06-28,10.100271224975586,10.143653836939702,10.045441015921897,10.051767361917147,294299600
2011-06-29,10.063518524169922,10.133713298542013,9.998444196974853,10.123771666772388,352545200
2011-06-30,10.112625122070312,10.126484520746171,10.027367455964692,10.083402771425977,322954800
2011-07-01,10.341285705566406,10.348515470731503,10.068337333154528,10.121059030034438,435313200
2011-07-05,10.527166366577148,10.539217315041904,10.31838891347498,10.333451794586734,355054000
2011-07-06,10.597359657287598,10.667856891538843,10.445220074177238,10.512703767261955,444626000
2011-07-07,10.761253356933594,10.785354455094815,10.664847355349945,10.685033101037764,399663600
2011-07-08,10.836873054504395,10.845610398046524,10.610621631079368,10.644966044162933,489633200
2011-07-11,10.66484546661377,10.838677592908617,10.6292959709988,10.735342714853891,442674400
2011-07-12,10.657313346862793,10.775711090446801,10.502762760767045,10.650684521266514,451609200
2011-07-13,10.785956382751465,10.84560697494607,10.7365474888836,10.795294662083553,391638800
2011-07-14,10.778424263000488,10.894110968294848,10.735343323937705,10.876034543497628,430533600
2011-07-15,10.993827819824219,10.996238009371224,10.820599870713478,10.880853000450331,484467200
2011-07-18,11.2613525390625,11.286959594728568,11.004672999299206,11.009191702188726,572653200
2011-07-19,11.353240966796875,11.407468628747688,11.246893352281543,11.387886238716732,819145600
2011-07-20,11.656012535095215,11.938299962493254,11.628898706178566,11.933781259163535,941340400
2011-07-21,11.667764663696289,11.751214678817226,11.56563487115536,11.657521355949141,526534400
2011-07-22,11.848827362060547,11.901549069974893,11.681624024382915,11.698796228623936,516728800
2011-07-25,12.005484580993652,12.05067403443282,11.737959123002417,11.759950899988986,589806000
2011-07-26,12.15340805053711,12.18624649149975,12.041035742211129,12.05067569904737,476582400
2011-07-27,11.827435493469238,12.130208775411301,11.814179448417528,12.06844886312433,659324400
2011-07-28,11.804237365722656,11.95999226901568,11.69307017143019,11.798212695398702,594034000
2011-07-29,11.763867378234863,11.904559397688464,11.568646823589576,11.67830805038511,632584400
2011-08-01,11.952760696411133,12.035608146648487,11.820805231799806,11.983790680200412,612836000
2011-08-02,11.716567993164062,11.987407034829412,11.699697469256938,11.979875594038868,639539600
2011-08-03,11.826831817626953,11.856355837956086,11.515623704812116,11.77892969799485,732508000
2011-08-04,11.368903160095215,11.789169833996985,11.368300612812398,11.731628579660544,871407600
2011-08-05,11.255932807922363,11.553585673239725,10.923033725755362,11.461397504890504,1204590800
2011-08-08,10.641046524047852,11.079690635734687,10.635321920696484,10.89652022234566,1143833600
2011-08-09,11.267682075500488,11.285758501116783,10.694973126498667,10.884771573123164,1082583600
2011-08-10,10.956775665283203,11.28696368807035,10.92092529166772,11.18152027700921,878656800
2011-08-11,11.258345603942871,11.31106731752179,10.987807335719166,11.162542134881596,741969200
2011-08-12,11.357460975646973,11.437295713003175,11.274311019952767,11.389996935477626,528976000
2011-08-15,11.550874710083008,11.597872619278153,11.390600263412308,11.43699562499637,460544000
2011-08-16,11.462596893310547,11.549663772364562,11.329437156498642,11.493929353237146,498750000
2011-08-17,11.461398124694824,11.58431461651497,11.387888926853591,11.517735118268863,442061200
2011-08-18,11.027874946594238,11.226712445789973,10.886882019638094,11.172182287736343,851435200
2011-08-19,10.726004600524902,11.056495098473562,10.725101181421563,10.910982678694113,775888400
2011-08-22,10.738353729248047,10.99262390840629,10.69768298594423,10.981476379132594,535315200
2011-08-23,11.255328178405762,11.256533273224663,10.755225091130013,10.854643000281877,656835200
2011-08-24,11.333057403564453,11.41680909646375,11.164949861299812,11.25141342030703,626267600
2011-08-25,11.258942604064941,11.311061744303188,10.99623758486693,10.998647774320892,871346000
2011-08-26,11.555996894836426,11.562624114162219,11.170977011789049,11.18212374048269,641477200
2011-08-29,11.748504638671875,11.79459912530692,11.689155714503253,11.694577838136192,405269200
2011-08-30,11.749109268188477,11.804843721301113,11.635230171268416,11.696688425046407,417922400
2011-08-31,11.593650817871094,11.812069023080394,11.504174539423476,11.766577900717811,522586400
2011-09-01,11.47917366027832,11.669273015389239,11.469834574128772,11.623481003863308,343725200
2011-09-02,11.268887519836426,11.387887843189663,11.2020063519217,11.289674203235498,438939200
2011-09-06,11.4403076171875,11.4580815612476,11.040826680302738,11.067639641084993,509698000
2011-09-07,11.566542625427246,11.616854151545144,11.508397174759683,11.615649056148204,350576800
2011-09-08,11.572864532470703,11.707531075751525,11.517732645924141,11.520443707291998,416158400
2011-09-09,11.372222900390625,11.628901727375023,11.298110354350731,11.56654006555896,564813200
2011-09-12,11.446332931518555,11.47465105390863,11.204113673353367,11.237253784482572,467832400
2011-09-13,11.587324142456055,11.63522464860512,11.455669549417083,11.51260907085075,440560400
2011-09-14,11.728320121765137,11.81598878475122,11.621671611968898,11.659631305589214,534724400
2011-09-15,11.838582992553711,11.859672156512145,11.746395632086308,11.79248931232001,417818800
2011-09-16,12.065735816955566,12.065735816955566,11.900943515762519,11.916308073334969,698513200
2011-09-19,12.401047706604004,12.449250704914892,11.90606737607931,11.960294240799048,823860800
2011-09-20,12.455878257751465,12.73937082863451,12.387791997832435,12.51010592489416,775754000
2011-09-21,12.416410446166992,12.701107258163905,12.412192614315366,12.642360092648563,605976000
2011-09-22,12.105504989624023,12.346519176924678,11.951256842936038,12.08170556868401,968480800
2011-09-23,12.180219650268555,12.253728838044813,12.046155644033593,12.05911001335115,546277200
2011-09-26,12.146178245544434,12.170581021903574,11.788574680240092,12.046458625673989,812876400
2011-09-27,12.028376579284668,12.329341312122814,11.992224545880555,12.313675886846811,632497600
2011-09-28,11.96059513092041,12.163347120354954,11.945530640085313,12.056396958330387,429637600
2011-09-29,11.766579627990723,12.117254224400186,11.635226687858536,12.108517687981935,651086800
2011-09-30,11.487903594970703,11.715963320156364,11.483685763931451,11.662638287108907,547640800
2011-10-03,11.285454750061035,11.527673999232817,11.242374618365746,11.459286874523944,669099200
2011-10-04,11.222188949584961,11.502367081164191,10.67207679765845,11.284551404642349,1233677200
2011-10-05,11.395418167114258,11.442716129789902,10.85464350670532,11.082401611288743,786469600
2011-10-06,11.368903160095215,11.592141699330101,11.201097361941413,11.247191022373348,812582400
2011-10-07,11.140848159790039,11.38005388389129,11.101382505592708,11.321005838351644,535458000
2011-10-10,11.713555335998535,11.713555335998535,11.394212429772802,11.420724517402506,442514800
2011-10-11,12.059409141540527,12.14647603803114,11.794596385383759,11.82683146602184,605687600
2011-10-12,12.116650581359863,12.329344195979763,12.054890675584364,12.271802926745233,622286000
2011-10-13,12.304643630981445,12.304643630981445,12.136536082399353,12.200705385304593,426185200
2011-10-14,12.713461875915527,12.713461875915527,12.510708261650109,12.557706966795504,573367200
2011-10-17,12.652907371520996,12.855057638813353,12.530893510550017,12.705629072533682,686044800
2011-10-18,12.720691680908203,12.798117828433842,12.532400010573031,12.70623054081863,881602400
2011-10-19,12.009101867675781,12.304342950864601,11.984397416124844,12.091347603738877,1104059600
2011-10-20,11.909377098083496,12.061215819660518,11.876238601188641,12.050671642766364,549270400
2011-10-21,11.835871696472168,12.024766739771898,11.772003262917579,11.993435070565297,621244400
2011-10-24,12.224505424499512,12.24649720158844,11.912092187598818,11.93559073567533,502138000
2011-10-25,11.983492851257324,12.24800560831392,11.971744380119338,12.202212796578259,430427200
2011-10-26,12.068747520446777,12.12749468052802,11.844303056540953,12.1036936579037,456304800
2011-10-27,12.191967964172363,12.321814940617699,12.10761372669116,12.278431520160444,494664800
2011-10-28,12.199800491333008,12.241978010267035,12.12629130805437,12.14105331901089,322842800
2011-10-31,12.194681167602539,12.331757924688286,12.082308056517174,12.12358216299417,385501200
2011-11-01,11.94552993774414,12.035608765742724,11.846413702926625,11.972644571608486,531790000
2011-11-02,11.972646713256836,12.063930652422565,11.903354552122266,12.053386472934896,327350800
2011-11-03,12.143163681030273,12.153105313023683,11.910886837661321,12.0226565886434,441386400
2011-11-04,12.057904243469238,12.154309426914748,12.025367484000514,12.111831036255158,302229200
2011-11-07,12.042542457580566,12.050677253216042,11.93408709678228,12.047966190983887,270275600
2011-11-08,12.238360404968262,12.29168544435432,12.09766921583165,12.117251602892798,400442000
2011-11-09,11.908480644226074,12.077491662714243,11.876848095042519,11.959394720808005,558684000
2011-11-10,11.6054048538208,11.966623724376596,11.51291580038399,11.961200795506922,744752400
2011-11-11,11.587324142456055,11.710240591669702,11.455971225345502,11.647275596359064,653786000
2011-11-14,11.425849914550781,11.60630932003831,11.39391569278718,11.554189349269965,432905200
2011-11-15,11.714158058166504,11.734342189822927,11.431569756877268,11.47224050060075,430810800
2011-11-16,11.59184455871582,11.783751505477813,11.578286838254453,11.726811975629408,349210400
2011-11-17,11.370109558105469,11.586117554709247,11.312567492703527,11.568041134152521,479900400
2011-11-18,11.295698165893555,11.447837779059816,11.293890523517977,11.415602696732527,371938000
2011-11-21,11.117049217224121,11.197487300039809,11.023655960482662,11.158924258726737,447980400
2011-11-22,11.342998504638672,11.385778572611809,11.175192646226307,11.177602836223064,409021200
2011-11-23,11.056190490722656,11.322811681221014,11.05287607779408,11.282742681428173,428271200
2011-11-25,10.953160285949707,11.181520181127906,10.945628039174656,11.099274449920573,254760800
2011-11-28,11.331247329711914,11.349323752938439,11.156814270156618,11.217669952747492,346413200
2011-11-29,11.243280410766602,11.412893934396763,11.152900687189474,11.32281508237489,375855200
2011-11-30,11.514418601989746,11.516828791935934,11.396924255520918,11.487003898055772,405938400
2011-12-01,11.687044143676758,11.719279225591414,11.470734435650245,11.52466122579417,387181200
2011-12-02,11.740367889404297,11.858765642835026,11.706626038056275,11.744284045434199,379055600
2011-12-05,11.840088844299316,11.942520316450649,11.761157530514446,11.854549985159084,357210000
2011-12-06,11.77802848815918,11.88889562987011,11.73073051603913,11.825026393204343,283598000
2011-12-07,11.721994400024414,11.777728848252476,11.651798808895013,11.747300595632302,304746400
2011-12-08,11.769292831420898,11.91510613346027,11.756338460191905,11.79309305950323,376356400
2011-12-09,11.858467102050781,11.871120601327592,11.780439201017298,11.835270226747404,296993200
2011-12-12,11.804838180541992,11.866898952864625,11.732835778504368,11.80001780141493,301067200
2011-12-13,11.713555335998535,11.912091099386764,11.66203873605828,11.839786210320426,338928800
2011-12-14,11.453863143920898,11.670474528605144,11.378245449773363,11.649987915211513,406887600
2011-12-15,11.416206359863281,11.560814546164718,11.397226515299485,11.548462724292445,256200000
2011-12-16,11.478869438171387,11.573166111381763,11.435185950831801,11.458986175007077,421478400
2011-12-19,11.51472282409668,11.594257500968988,11.46260285722027,11.522555943153845,235530400
2011-12-20,11.928659439086914,11.93317894697489,11.666858618419917,11.681921499462003,337215200
2011-12-21,11.943724632263184,11.969332498630251,11.809961501445637,11.950954397752026,262948000
2011-12-22,12.006988525390625,12.024462399900553,11.933178480443987,11.96029150436591,202358800
2011-12-23,12.150999069213867,12.158832188554083,12.035312335443745,12.041337811859295,269399200
2011-12-27,12.247404098510742,12.324528586557683,12.141659000145184,12.144069995145461,265076000
2011-12-28,12.130208015441895,12.299218154681405,12.091043234712126,12.25824653602708,228662000
2011-12-29,12.204923629760742,12.220891542609838,12.066040839375582,12.153106147649,215978000
2011-12-30,12.20130729675293,12.239869530932832,12.155816168800389,12.156417911810017,179662000
2012-01-03,12.388996124267578,12.427257486054522,12.321814093103608,12.33386504240174,302220800
2012-01-04,12.45557689666748,12.492934843356881,12.330250228877125,12.35194113538874,260022000
2012-01-05,12.593860626220703,12.609526059807923,12.432381082591293,12.501070706524164,271269600
2012-01-06,12.72551441192627,12.73605859295493,12.629711754541585,12.646281411720748,318292800
2012-01-09,12.705326080322266,12.886688841732576,12.693877678689796,12.818904264292357,394024400
2012-01-10,12.750819206237793,12.833969159039405,12.698398373957813,12.831257292834932,258196400
2012-01-11,12.730030059814453,12.739068271869774,12.632419783024753,12.733946216137133,215084800
2012-01-12,12.695085525512695,12.740576661472666,12.615550853237487,12.721898490808476,212587200
2012-01-13,12.647480964660645,12.66676248111929,12.612835696477733,12.644168160723032,226021600
2012-01-17,12.794804573059082,12.833668488332952,12.742383739958772,12.779740884102276,242897200
2012-01-18,12.927657127380371,12.938502173618913,12.843001248308028,12.8628845034695,276791200
2012-01-19,12.886689186096191,12.995747060369174,12.849332047398043,12.958993273610721,261738400
2012-01-20,12.662247657775879,12.879159971365983,12.645678000673973,12.878859099794584,413974400
2012-01-23,12.876447677612305,12.90778015045164,12.722500397523486,12.733647125048952,306062400
2012-01-24,12.665558815002441,12.806853378096823,12.639650078807803,12.806853378096823,547638000
2012-01-25,13.456384658813477,13.69107086700474,13.368113464824575,13.690769995501615,958314000
2012-01-26,13.395232200622559,13.520558091536126,13.350343606663587,13.507604523552338,323985200
2012-01-27,13.475065231323242,13.511217279679196,13.369320952451961,13.38649235083995,299709200
2012-01-30,13.647689819335938,13.67450278125779,13.41812484964066,13.427764805317516,379341200
2012-01-31,13.752233505249023,13.80525609449794,13.64950113243359,13.72542053453644,391683600
2012-02-01,13.74349308013916,13.827848126286476,13.724213167915329,13.810375052202287,270046000
2012-02-02,13.711255073547363,13.773014171694781,13.676910675760345,13.734753617990323,186796400
2012-02-03,13.848630905151367,13.85827166245451,13.72450937274968,13.776930186116449,286599600
2012-02-06,13.97787857055664,14.008306819189713,13.804048833758998,13.80947095716707,249412800
2012-02-07,14.12429428100586,14.152011466112175,13.996254947937967,14.01644069150004,316223600
2012-02-08,14.360784530639648,14.364097334179723,14.150499539342617,14.17460143202368,407890000
2012-02-09,14.85757827758789,14.965431871304927,14.477680509474908,14.48370598473329,884214800
2012-02-10,14.865106582641602,14.991638318489994,14.718389106702498,14.790995666010133,631302000
2012-02-13,15.141666412353516,15.178721861381927,14.975667461261146,15.049176616539253,517216000
2012-02-14,15.34834098815918,15.351352921204358,15.123596400864457,15.20373280534159,460398400
2012-02-15,14.993147850036621,15.85537156940085,14.969647693952169,15.492948513193847,1506120000
2012-02-16,15.129922866821289,15.210662623907842,14.66054881646254,14.807266318932859,944552000
2012-02-17,15.12721061706543,15.297426654494753,15.072379602645388,15.157035509647498,535805200
2012-02-21,15.510726928710938,15.510726928710938,15.187466985459734,15.270616943736728,605595200
2012-02-22,15.456197738647461,15.530007811673412,15.336594046036447,15.457402833899698,483302400
2012-02-23,15.557120323181152,15.600503748560639,15.349547912742848,15.5176546637414,568027600
2012-02-24,15.73847770690918,15.753239715176987,15.624901148257102,15.655931130976768,415072000
2012-02-27,15.839401245117188,15.921947810943854,15.553800263666536,15.70533648344665,547582000
2012-02-28,16.1301326751709,16.1301326751709,15.84212134029577,15.905688909327045,600387200
2012-02-29,16.3419132232666,16.49766969138606,16.13886041152695,16.31540275062305,952011200
2012-03-01,16.403074264526367,16.515749832168623,16.231352265205242,16.51454312834129,683270000
2012-03-02,16.424470901489258,16.473274848317317,16.34433286754564,16.39615196606841,431712400
2012-03-05,16.06234359741211,16.493756322828926,15.846634821295947,16.43169634690345,809124400
2012-03-06,15.974976539611816,16.07831062478372,15.55199782955969,15.776140682644678,810238800
2012-03-07,15.987924575805664,16.20152234957877,15.765287788699498,16.171998338425034,798520800
2012-03-08,16.328359603881836,16.358485363484196,16.03100850990453,16.10843383588107,516457200
2012-03-09,16.424169540405273,16.501594900879542,16.362107938028522,16.395247253719653,418919200
2012-03-12,16.62993049621582,16.62993049621582,16.479295237349042,16.53894663253068,407282400
2012-03-13,17.114978790283203,17.11738898152658,16.742913159549104,16.796841590854516,690855200
2012-03-14,17.762096405029297,17.91694713298426,17.33489895861225,17.41473612219495,1418844000
2012-03-15,17.64098358154297,18.076314136874796,17.42979589125099,18.064263185699737,1159718000
2012-03-16,17.641279220581055,17.75063875441523,17.413220266287617,17.615671359164185,825487600
2012-03-19,18.109148025512695,18.12933215695431,17.746121659526022,18.026902315585836,901236000
2012-03-20,18.255569458007812,18.283886780230336,17.819334673414808,18.06125148788833,816662000
2012-03-21,18.151325225830078,18.36673150519189,18.118488402416038,18.158555794913458,644042000
2012-03-22,18.056129455566406,18.21158350315677,17.94134616026068,18.009130747401738,623870800
2012-03-23,17.957006454467773,18.1302343904811,17.907296701053813,18.090768746336515,430488800
2012-03-26,18.28629493713379,18.291417797584405,17.933211755994392,18.069683535605442,595742000
2012-03-27,18.512243270874023,18.566470928240502,18.258576445332352,18.262191729752676,607129600
2012-03-28,18.606843948364258,18.72222897999568,18.38661725974104,18.62973914462885,655460400
2012-03-29,18.373064041137695,18.574913473709653,18.29383184387967,18.461034385685974,608238400
2012-03-30,18.062454223632812,18.3941481687959,18.013949553091276,18.340221375332515,731038000
2012-04-02,18.637271881103516,18.641488909100588,18.087458956543717,18.131143247710632,598351600
2012-04-03,18.95932388305664,19.046391588425028,18.75416170284146,18.89846739432239,834559600
2012-04-04,18.808393478393555,18.855089709855147,18.588166759109946,18.809598573572025,572980800
2012-04-05,19.090688705444336,19.1202127435347,18.78098556822494,18.888839212331174,641298000
2012-04-09,19.167505264282227,19.276263101291732,18.8382214284853,18.863225948648697,597536800
2012-04-10,18.932817459106445,19.401588218847703,18.85930826248976,19.278972600633704,889725200
2012-04-11,18.86533546447754,19.18678698883873,18.779171956190805,19.166602849547616,696614800
2012-04-12,18.761995315551758,19.019880818401152,18.693607381094495,18.829178155010585,614336800
